;product;Android_URL;iOS_URL
85;https://www.smarthomedb.com/product/samsung-un55ku6300-55-inch-4k-ultra-hd-smart-led-tv/p1465;https://play.google.com/store/apps/details?id=com.samsung.smartviewad;https://itunes.apple.com/us/app/samsung-smart-view/id858283863
86;https://www.smarthomedb.com/product/samsung-un50ku6300-50-inch-4k-ultra-hd-smart-led-tv/p1466;https://play.google.com/store/apps/details?id=com.samsung.smartviewad;https://itunes.apple.com/us/app/samsung-smart-view/id858283863
87;https://www.smarthomedb.com/product/samsung-un40ku6300-40-inch-4k-ultra-hd-smart-led-tv/p1468;https://play.google.com/store/apps/details?id=com.samsung.smartviewad;https://itunes.apple.com/us/app/samsung-smart-view/id858283863
88;https://www.smarthomedb.com/product/samsung-un65ku6300-65-inch-4k-ultra-hd-smart-led-tv/p1463;https://play.google.com/store/apps/details?id=com.samsung.smartviewad;https://itunes.apple.com/us/app/samsung-smart-view/id858283863
89;https://www.smarthomedb.com/product/foscam-fi9821p/p1286;https://play.google.com/store/apps/details?id=com.foscam.foscam;https://itunes.apple.com/us/app/foscam/id924381688?mt=8
90;https://www.smarthomedb.com/product/samsung-un43ku6300-43-inch-4k-ultra-hd-smart-led-tv-/p1467;https://play.google.com/store/apps/details?id=com.samsung.smartviewad;https://itunes.apple.com/us/app/samsung-smart-view/id858283863
91;https://www.smarthomedb.com/product/samsung-un70ku6300-70-inch-4k-ultra-hd-smart-led-tv/p1462;https://play.google.com/store/apps/details?id=com.samsung.smartviewad;https://itunes.apple.com/us/app/samsung-smart-view/id858283863
92;https://www.smarthomedb.com/product/ecobee4-alexa-enabled-thermostat-with-sensor/p1681;https://play.google.com/store/apps/details?id=com.ecobee.athenamobile;https://itunes.apple.com/us/app/ecobee/id916985674?mt=8
93;https://www.smarthomedb.com/product/skybell-2.0/p837;https://play.google.com/store/apps/details?id=com.skybell;https://itunes.apple.com/app/skybell-doorbell/id778872208?mt=8
94;https://www.smarthomedb.com/product/foscam-fi9831p/p926;https://play.google.com/store/apps/details?id=com.foscam.foscam;https://itunes.apple.com/us/app/foscam/id924381688?mt=8
95;https://www.smarthomedb.com/product/neato-botvac-connected-wi-fi-robot-vacuum/p1455;https://play.google.com/store/apps/details?id=com.neatorobotics.android&hl=en;https://itunes.apple.com/us/app/neato-robotics/id994604476?mt=8
96;https://www.smarthomedb.com/product/philips-hue-a19-bulb-(color)/p104;https://play.google.com/store/apps/details?id=com.philips.lighting.hue;https://itunes.apple.com/app/philips-hue/id557206189?mt=8
97;https://www.smarthomedb.com/product/august-connect/p854;https://play.google.com/store/apps/details?id=com.august.app;https://itunes.apple.com/app/august-smart-lock/id648730592?mt=8
98;https://www.smarthomedb.com/product/wink-hub/p122;https://play.google.com/store/apps/details?id=com.quirky.android.wink.wink;https://itunes.apple.com/app/wink-instantly-connected/id719287124?mt=8
99;https://www.smarthomedb.com/product/ge-lighting-control-dimmer-switch/p402;;
100;https://www.smarthomedb.com/product/withings-wireless-blood-pressure-monitor/p150;https://play.google.com/store/apps/details?id=com.withings.wiscale2;https://itunes.apple.com/app/id542701020
101;https://www.smarthomedb.com/product/aeotec-smart-switch/p560;;
102;https://www.smarthomedb.com/product/irobot-roomba-980/p1055;https://play.google.com/store/apps/details?id=com.irobot.home;https://itunes.apple.com/us/app/irobot-home/id1012014442?ls=1&mt=8
103;https://www.smarthomedb.com/product/ge-lighting-control-outdoor-module/p410;;
104;https://www.smarthomedb.com/product/microsoft-xbox-one-500-gb/p1576;https://play.google.com/store/apps/details?id=com.microsoft.xboxone.smartglass&hl=en;https://itunes.apple.com/us/app/xbox/id736179781?mt=8
105;https://www.smarthomedb.com/product/philips-hue-dimmer-switch/p1024;https://play.google.com/store/apps/details?id=com.philips.lighting.hue;https://itunes.apple.com/app/philips-hue/id557206189?mt=8
106;https://www.smarthomedb.com/product/linear-garage-door-controller/p476;;
107;https://www.smarthomedb.com/product/kuna-security-lantern/p1206;https://play.google.com/store/apps/details?id=com.mobics.kuna;https://itunes.apple.com/us/app/kunalight/id951258324?mt=8
108;https://www.smarthomedb.com/product/bose-wave-soundtouch-system-iv/p1364;https://play.google.com/store/apps/details?id=com.bose.soundtouch&hl=en;https://itunes.apple.com/us/app/soundtouch-controller/id708379313?mt=8
109;https://www.smarthomedb.com/product/d-link-dcs-933l-cloud-camera/p158;https://play.google.com/store/apps/details?id=com.dlink.mydlink;https://itunes.apple.com/app/mydlink-lite/id372571229?mt=8
110;https://www.smarthomedb.com/product/aculink-5-in-1-pro-sensor/p634;https://play.google.com/store/apps/details?id=com.spindance.aculink;https://itunes.apple.com/app/acu-link/id453478245?mt=8
111;https://www.smarthomedb.com/product/rachio-iro-irrigation-controller-(16-zones)/p1229;https://play.google.com/store/apps/details?id=com.rachio.iro;https://itunes.apple.com/app/rachio/id864325098?mt=8
112;https://www.smarthomedb.com/product/ihome-smart-plug-isp5/p811;https://play.google.com/store/apps/details?id=com.sdi.ihomecontrol&hl=en;https://itunes.apple.com/us/app/ihome-control/id937056509?mt=8
113;https://www.smarthomedb.com/product/icamera-keep-hd-camera/p1092;https://play.google.com/store/apps/details?id=iSA.common;https://itunes.apple.com/app/ismartalarm-home-security/id615159814?mt=8
114;https://www.smarthomedb.com/product/ue-megaboom/p1546;https://play.google.com/store/apps/details?id=com.logitech.ueboom;https://itunes.apple.com/us/app/ue-boom/id632344648?mt=8
115;https://www.smarthomedb.com/product/qardioarm/p886;https://play.google.com/store/apps/details?id=com.getqardio.android;https://itunes.apple.com/hk/app/qardio-heart-health-blood/id855275752?mt=8
116;https://www.smarthomedb.com/product/august-smart-lock/p336;https://play.google.com/store/apps/details?id=com.august.app;https://itunes.apple.com/app/august-smart-lock/id648730592?mt=8
117;https://www.smarthomedb.com/product/roku-premiere/p1563;https://play.google.com/store/apps/details?id=com.roku.remote&hl=en;https://itunes.apple.com/us/app/roku/id482066631?mt=8
118;https://www.smarthomedb.com/product/tivo-bolt-500-gb-dvr/p1567;https://play.google.com/store/apps/details?id=com.tivophone.android&feature;https://itunes.apple.com/us/app/tivo/id401673976?mt=8&ls=1
119;https://www.smarthomedb.com/product/voice-remote-for-amazon-echo/p984;https://play.google.com/store/apps/details?id=com.amazon.dee.app&hl=en;https://itunes.apple.com/us/app/amazon-echo/id944011620?mt=8
120;https://www.smarthomedb.com/product/ihome-5-in-1-smart-monitor/p1625;https://play.google.com/store/apps/details?id=com.sdi.ihomecontrol&hl=en;https://itunes.apple.com/us/app/ihome-control/id937056509?mt=8
121;https://www.smarthomedb.com/product/ihome-smart-plug-isp6/p1614;https://play.google.com/store/apps/details?id=com.sdi.ihomecontrol&hl=en;https://itunes.apple.com/us/app/ihome-control/id937056509?mt=8
122;https://www.smarthomedb.com/product/ismartalarm-cubeone/p698;https://play.google.com/store/apps/details?id=iSA.common;https://itunes.apple.com/app/ismartalarm-home-security/id615159814?mt=8
123;https://www.smarthomedb.com/product/lyric-t5-wi-fi-thermostat/p1453;https://play.google.com/store/apps/details?id=com.honeywell.android.lyric;https://itunes.apple.com/app/honeywell-lyric/id880332077?mt=8
124;https://www.smarthomedb.com/product/logitech-harmony-home-hub/p332;https://play.google.com/store/apps/details?id=com.logitech.harmonyhub;https://itunes.apple.com/app/harmony-control/id626853860?mt=8
125;https://www.smarthomedb.com/product/ihome-smart-plug-isp8-(incl.-remote)/p1616;https://play.google.com/store/apps/details?id=com.sdi.ihomecontrol&hl=en;https://itunes.apple.com/us/app/ihome-control/id937056509?mt=8
126;https://www.smarthomedb.com/product/philips-hue-bridge-(incl.-2-hue-lux-bulbs)/p418;https://play.google.com/store/apps/details?id=com.philips.lighting.hue;https://itunes.apple.com/app/philips-hue/id557206189?mt=8
127;https://www.smarthomedb.com/product/nest-s2001-protect/p116;https://play.google.com/store/apps/details?id=com.nestlabs.android;https://itunes.apple.com/app/nest-mobile/id464988855?mt=8
128;https://www.smarthomedb.com/product/rachio-iro-irrigation-controller-(8-zones)/p238;https://play.google.com/store/apps/details?id=com.rachio.iro;https://itunes.apple.com/app/rachio/id864325098?mt=8
129;https://www.smarthomedb.com/product/ismartalarm-smart-switch/p1093;https://play.google.com/store/apps/details?id=iSA.common;https://itunes.apple.com/app/ismartalarm-home-security/id615159814?mt=8
130;https://www.smarthomedb.com/product/ismartalarm-contact-sensor/p700;https://play.google.com/store/apps/details?id=iSA.common;https://itunes.apple.com/app/ismartalarm-home-security/id615159814?mt=8
131;https://www.smarthomedb.com/product/skybell-hd/p1402;https://play.google.com/store/apps/details?id=com.skybell.app&hl=en;https://itunes.apple.com/us/app/skybell-hd/id1035457926?mt=8
132;https://www.smarthomedb.com/product/chromecast-ultra/p1559;https://play.google.com/store/apps/details?id=com.google.android.apps.chromecast.app&hl=en;https://itunes.apple.com/us/app/chromecast/id680819774?mt=8
133;https://www.smarthomedb.com/product/petnet-smartfeeder/p1272;;https://itunes.apple.com/us/app/petnet-mobile/id962239016?mt=8
134;https://www.smarthomedb.com/product/kwikset-910-traditional-deadbolt/p432;;
135;https://www.smarthomedb.com/product/belkin-netcam-wi-fi-camera-with-night-vision/p510;https://play.google.com/store/apps/details?id=com.belkin.android.androidbelkinnetcam;https://itunes.apple.com/app/belkin-netcam/id568129866?mt=8
136;https://www.smarthomedb.com/product/bose-soundtouch-20-series-iii/p1223;https://play.google.com/store/apps/details?id=com.bose.soundtouch&hl=en;https://itunes.apple.com/us/app/soundtouch-controller/id708379313?mt=8
137;https://www.smarthomedb.com/product/ankuoo-neo-wi-fi-smart-switch/p154;https://play.google.com/store/apps/details?id=com.ankuoo.eno;https://itunes.apple.com/app/neo-wifi-switch/id880646724?mt=8
138;https://www.smarthomedb.com/product/chamberlain-myq-gateway/p821;https://play.google.com/store/apps/details?id=com.chamberlain.myq.chamberlain;https://itunes.apple.com/app/chamberlain-myq-home-control/id636030203?mt=8
139;https://www.smarthomedb.com/product/neato-botvac-d5-connected/p1669;https://play.google.com/store/apps/details?id=com.neatorobotics.android&hl=en;https://itunes.apple.com/us/app/neato-robotics/id994604476?mt=8
140;https://www.smarthomedb.com/product/rainmachine-hd-12-irrigation-controller/p240;https://play.google.com/store/apps/details?id=com.rainmachine&hl=en;https://itunes.apple.com/us/app/rainmachine/id647589286?mt=8
141;https://www.smarthomedb.com/product/rainmachine-hd-16-irrigation-controller/p1238;https://play.google.com/store/apps/details?id=com.rainmachine&hl=en;https://itunes.apple.com/us/app/rainmachine/id647589286?mt=8
142;https://www.smarthomedb.com/product/orvibo-wifi-smart-socket-s20/p1046;https://play.google.com/store/apps/details?id=com.orvibo.irhost&hl=en;https://itunes.apple.com/us/app/wiwo/id859140969?mt=8
143;https://www.smarthomedb.com/product/philips-hue-go/p1127;https://play.google.com/store/apps/details?id=com.philips.lighting.hue;https://itunes.apple.com/app/philips-hue/id557206189?mt=8
144;https://www.smarthomedb.com/product/netatmo-weather-station/p250;https://play.google.com/store/apps/details?id=com.netatmo.netatmo&hl=en;https://itunes.apple.com/en/app/netatmo-weather-station/id532538499
145;https://www.smarthomedb.com/product/neato-botvac-d3-connected/p1668;https://play.google.com/store/apps/details?id=com.neatorobotics.android&hl=en;https://itunes.apple.com/us/app/neato-robotics/id994604476?mt=8
146;https://www.smarthomedb.com/product/amazon-tap-alexa-enabled/p1253;https://play.google.com/store/apps/details?id=com.amazon.dee.app&hl=en;https://itunes.apple.com/us/app/amazon-echo/id944011620?mt=8
147;https://www.smarthomedb.com/product/bose-soundtouch-30-series-iii/p1224;https://play.google.com/store/apps/details?id=com.bose.soundtouch&hl=en;https://itunes.apple.com/us/app/soundtouch-controller/id708379313?mt=8
148;https://www.smarthomedb.com/product/kwikset-kevo-(2nd-gen)/p1275;https://play.google.com/store/apps/details?id=com.unikey.kevo&hl=en;https://itunes.apple.com/app/kevo-your-phone-is-now-your-key/id685604951?mt=8
