;Unnamed: 0;Unnamed: 0.1;id;userName;date;score;url;title;text;replyDate;replyText;version;thumbsUp;app;wordCount;language;sentiment;w
10;1259;1845;gp:AOqpTOEWskiDJouLOMM8aYqm9escz8SxFA5RYocoK0ZkFAHzYb3rZOagCQbKyC0RpgN66W11QkW8Ego6qqd4Nw;Matthew Trethewey;2019-12-27 21:18:05.344000+00:00;3;https://play.google.com/store/apps/details?id=com.schlagelink.android&reviewId=gp:AOqpTOEWskiDJouLOMM8aYqm9escz8SxFA5RYocoK0ZkFAHzYb3rZOagCQbKyC0RpgN66W11QkW8Ego6qqd4Nw;;Its okay, not as great as nest products.;;;5.8.0;0;com.schlagelink.android;8;en;NEGATIVE;0.019230769230769232
11;131;183;gp:AOqpTOE51IOE1-Vsa-Oitpfr-yr5osdv56dDvbs8FQwRRueWIyUQUCoIufwLZ_6OG6TC9Nlp_cARWZp0od1gTg;Jennifer Golding;2019-11-07 01:25:53.642000+00:00;4;https://play.google.com/store/apps/details?id=com.sdi.ihomecontrol&reviewId=gp:AOqpTOE51IOE1-Vsa-Oitpfr-yr5osdv56dDvbs8FQwRRueWIyUQUCoIufwLZ_6OG6TC9Nlp_cARWZp0od1gTg;;It connects well with amazon alexa;;;3.3.5;0;com.sdi.ihomecontrol;6;en;POSITIVE;0.03333333333333333
12;606;741;gp:AOqpTOExAS8Un6klOqOnetmhPjAbSJcjEUGQiCEJEa5MjnDb92O2e4lmDy9OJwbPBO6LuS9W14Ty1ENG08gI;Thad Weinlein;2020-09-16 17:54:28.110000+00:00;1;https://play.google.com/store/apps/details?id=RadioThermostat.com&reviewId=gp:AOqpTOExAS8Un6klOqOnetmhPjAbSJcjEUGQiCEJEa5MjnDb92O2e4lmDy9OJwbPBO6LuS9W14Ty1ENG08gI;;App no longer works appears host server is offline;;;3.6.902;1;RadioThermostat.com;9;en;NEGATIVE;0.02127659574468085
13;5;10;gp:AOqpTOH90Xz9eKVWHV6ayFQP-OnAHRCR4m9Onj3bvD3Mcd3uRmXaPL4GpkEHOLEcj1s8dYvL_nXYRLKVCTiTeg;Harsh Mody;2019-07-25 23:06:58.815000+00:00;5;https://play.google.com/store/apps/details?id=com.ambiclimate.remote.airconditioner&reviewId=gp:AOqpTOH90Xz9eKVWHV6ayFQP-OnAHRCR4m9Onj3bvD3Mcd3uRmXaPL4GpkEHOLEcj1s8dYvL_nXYRLKVCTiTeg;;App could be better, but product is amazing!;;;2.4.1938;0;com.ambiclimate.remote.airconditioner;8;en;POSITIVE;0.25
14;58853;80478;gp:AOqpTOHY0FNcIXmJltJd1SA7EmwZ8eJbK3vyz2-VoP4hJ5JxmLTifAOLAwbQISqJ1BiEpNsXM2KTUOm75rhoCHs;Harvey Johnson;2019-06-16 17:10:25.724000+00:00;1;https://play.google.com/store/apps/details?id=com.garmin.android.apps.connectmobile&reviewId=gp:AOqpTOHY0FNcIXmJltJd1SA7EmwZ8eJbK3vyz2-VoP4hJ5JxmLTifAOLAwbQISqJ1BiEpNsXM2KTUOm75rhoCHs;;doesn't work with ant+, doesn't work with chest strap heart rate monitor, but you need to create an account just to find that out.;;;4.19.1;1;com.garmin.android.apps.connectmobile;24;en;POSITIVE;0.00019171779141104295
15;5613;8183;gp:AOqpTOFjI8look7rykHx_SnmUQP1YyNw-3p4PKNlIPWmSKQ_3-35PGRAdUVFQBycFgMnquf7GrtWRnzScjpA;Charles Hairell;2020-09-21 22:27:49.881000+00:00;5;https://play.google.com/store/apps/details?id=com.honeywell.mobile.android.totalComfort&reviewId=gp:AOqpTOFjI8look7rykHx_SnmUQP1YyNw-3p4PKNlIPWmSKQ_3-35PGRAdUVFQBycFgMnquf7GrtWRnzScjpA;;I've been using the app less than a week, but so far I have not encountered any problems;;;3.8;0;com.honeywell.mobile.android.totalComfort;18;en;POSITIVE;0.0002469745616201531
16;29;54;gp:AOqpTOEd5A1yweIQnDItPTrS-5qLCtViqwEnDOum34DtUQanr_tHgfRGgJUJIFC-JGG0BSTyFYn8n3465JJCQg;A Google user;2019-01-23 19:29:16.269000+00:00;5;https://play.google.com/store/apps/details?id=com.dlink.mydlinkmyhome&reviewId=gp:AOqpTOEd5A1yweIQnDItPTrS-5qLCtViqwEnDOum34DtUQanr_tHgfRGgJUJIFC-JGG0BSTyFYn8n3465JJCQg;;Works very well, some breaks but not often;2019-01-24T07:16:57.584Z;We are glad that you are happy with your purchase. We are always striving to improve our products and services. -D-Link Support Team;3.0.9;6;com.dlink.mydlinkmyhome;8;en;POSITIVE;0.125
17;6;12;gp:AOqpTOEpxM5GDMMYcwlHnAnL3uOTIL-1T3Aw4SHLZ0eHi0iscuyUHZLhJzmqnjp-COduvSfCb4Ktj85HnG0SPg;Chris G;2019-08-09 23:27:38.315000+00:00;5;https://play.google.com/store/apps/details?id=us.legrand.lighting&reviewId=gp:AOqpTOEpxM5GDMMYcwlHnAnL3uOTIL-1T3Aw4SHLZ0eHi0iscuyUHZLhJzmqnjp-COduvSfCb4Ktj85HnG0SPg;;The LC7001 Controller does not see the WiFi outlets and therefore the app cannot control them.Not sure where the issue is but I hope someone can help. I will update the review if I get it to work. Jan 29 2019 - upgraded to 5 stars. Customer support was very helpfull and helped me resolve the issue. Kudos to Brian and Lee from Legrand. Tech support resolved the issue. All works great now. Thank you!;2019-01-21T17:08:10.336Z;Hi Cristian - Thank you for contacting us! Our tech support team will be in touch immediately so we can fix this issue and you can go back to enjoying your Legrand lights.;3.1.2-2;4;us.legrand.lighting;75;en;POSITIVE;0.2
18;16763;22816;gp:AOqpTOFzFFohomc0GGrbihOebWaasSMPnq3IVzgbzDWaDbiJwhDlMKsEE1HLgFqqpy7SZ6p1bXjIqb6aC8hfaPI;bYohnk;2021-02-03 01:21:50.572000+00:00;1;https://play.google.com/store/apps/details?id=com.vizio.vue.launcher&reviewId=gp:AOqpTOFzFFohomc0GGrbihOebWaasSMPnq3IVzgbzDWaDbiJwhDlMKsEE1HLgFqqpy7SZ6p1bXjIqb6aC8hfaPI;;Can't even use my tv;2021-02-24T21:14:22.410Z;Hi, we apologize for any issue you might be having! Could you send details of what you are experiencing to our customer support at https://support.vizio.com/s/contact-us? We'll get you up and running.;1.9.1.210118.6050.pg.rc-2.release;0;com.vizio.vue.launcher;5;en;NEUTRAL;0.00021537798836958864
19;4559;5702;gp:AOqpTOFmbOIGqLTKyot18B7jYu01PaeXSwAzW16BgltLWbeplupgLXFZv43-W-IxVWFWKm_wwHDvFZbXX8bS1ZY;D Caill;2019-06-09 01:48:07.290000+00:00;1;https://play.google.com/store/apps/details?id=com.honeywell.android.lyric&reviewId=gp:AOqpTOFmbOIGqLTKyot18B7jYu01PaeXSwAzW16BgltLWbeplupgLXFZv43-W-IxVWFWKm_wwHDvFZbXX8bS1ZY;;I've never been so frustrated in my life. After 100000 attempts I've finally managed to connect to my thermostat by turning off my mobile data. Now that I've connected to the thermostat it will not add my location. F... M... L...;2019-06-10T21:00:00.215Z;Hi D Caill, we are here to help. Our team is here to help you register the thermostat to your account. Please reach out to us at 1-800-633-3991, chat, email, or social media and we will be happy to assist you in getting the thermostat registered.;4.7.0;0;com.honeywell.android.lyric;41;en;NEGATIVE;0.0005649717514124294
20;568;1080;gp:AOqpTOFrXBzgCVgqn4txnKOKvKMpqlrhIuNu0nQ63517gA9sgaGaPvhxm96jDCSle1B6vbRFqFBNdrBPtP4DZr4;Cindy Rabb;2021-02-09 22:14:59.905000+00:00;5;https://play.google.com/store/apps/details?id=com.unikey.kevo&reviewId=gp:AOqpTOFrXBzgCVgqn4txnKOKvKMpqlrhIuNu0nQ63517gA9sgaGaPvhxm96jDCSle1B6vbRFqFBNdrBPtP4DZr4;;See easy to use..great after services if you have issues.;;;;0;com.unikey.kevo;10;en;POSITIVE;0.0034129692832764505
21;4409;6983;gp:AOqpTOG3_k7pQkvvatC1V6hdGvn-G6u7cHU257pewQZPPPAwmYPTjY9WKjj1GEMywfPKOu6VbHAWPYP0RSVjcw;June LaVigne;2020-09-04 23:14:27.393000+00:00;5;https://play.google.com/store/apps/details?id=com.nespresso.activities&reviewId=gp:AOqpTOG3_k7pQkvvatC1V6hdGvn-G6u7cHU257pewQZPPPAwmYPTjY9WKjj1GEMywfPKOu6VbHAWPYP0RSVjcw;;So easy to order more coffee;;;3.19.7;0;com.nespresso.activities;6;en;POSITIVE;0.00046685340802987864
22;216927;274821;gp:AOqpTOHJQAXityg_B1MQYc2gEFqSOjqSicnEnNkqZF3AtUHjpx687FJGA56_b8AzVp2E59pfBrIgYogIJtFrDA;Hubert Collins;2021-03-01 13:21:12.309000+00:00;1;https://play.google.com/store/apps/details?id=com.fitbit.FitbitMobile&reviewId=gp:AOqpTOHJQAXityg_B1MQYc2gEFqSOjqSicnEnNkqZF3AtUHjpx687FJGA56_b8AzVp2E59pfBrIgYogIJtFrDA;;Useless. Cannot connect Fitbit and phone. Tried all the recommended procedures, reboot, reinstall app, etc. Only app on my that doesn't work.;;;3.39.1;2;com.fitbit.FitbitMobile;22;en;NEGATIVE;2.3401118573467812e-05
23;1344;2117;gp:AOqpTOEyGEMIrxCwy3EAfTaSXJHgH2nYC0a_oSFY3lXJAQKToCX8yfzVBZc9NEAdGM0VBNDhcK7Vy5UP2wJAnA;jules verne;2019-05-18 14:14:19.208000+00:00;1;https://play.google.com/store/apps/details?id=com.tplink.skylight&reviewId=gp:AOqpTOEyGEMIrxCwy3EAfTaSXJHgH2nYC0a_oSFY3lXJAQKToCX8yfzVBZc9NEAdGM0VBNDhcK7Vy5UP2wJAnA;;Poor app development, the default initial setup, admin/admin for the user and password does not work, I have already reset it to factory settings for 3times already, fix this guys;;;3.1.12;1;com.tplink.skylight;30;en;NEGATIVE;0.010638297872340425
24;57;83;gp:AOqpTOFV7g-5_9TO8AV9W0mNc0IZLnIi_8MMHBCN9Mx9I5mv33-azD2lEWq23Vgorfg6MMQlho5_UAgDKJ0TOg;Nolan Luedke;2020-05-23 19:23:04.847000+00:00;5;https://play.google.com/store/apps/details?id=com.yamaha.av.musiccastcontroller&reviewId=gp:AOqpTOFV7g-5_9TO8AV9W0mNc0IZLnIi_8MMHBCN9Mx9I5mv33-azD2lEWq23Vgorfg6MMQlho5_UAgDKJ0TOg;;The first time in my opinion is that the company is the most important;;;4.1;0;com.yamaha.av.musiccastcontroller;14;en;POSITIVE;0.006211180124223602
25;207;240;gp:AOqpTOHrup7J-sfIb4z0kkGmw7ddSeIQogLQMaCTzM9DzULzybqOX1pw5GVYQbwYFDNNeNtGz7k9ZN9yVw4RO6A;Henrique Baleroni;2021-03-07 09:29:53.239000+00:00;1;https://play.google.com/store/apps/details?id=com.misfit.home&reviewId=gp:AOqpTOHrup7J-sfIb4z0kkGmw7ddSeIQogLQMaCTzM9DzULzybqOX1pw5GVYQbwYFDNNeNtGz7k9ZN9yVw4RO6A;;Trashbag app. Can't find the bulb, even though my phone can see the bulb on the bluetooth tab. Needs access to way too many features of the phone. Sad;;;1.11.2;0;com.misfit.home;29;en;NEGATIVE;0.047619047619047616
26;8683;21726;gp:AOqpTOF9ZgfZx_lRL3z6NLebN--JEKdNWKQXcY8k7QyNauIgA9SMhcSNjywuvIMKKInuIINghuuzJ-hLHa4kDA;A Google user;2019-01-05 10:52:37.563000+00:00;5;https://play.google.com/store/apps/details?id=com.microsoft.xboxone.smartglass&reviewId=gp:AOqpTOF9ZgfZx_lRL3z6NLebN--JEKdNWKQXcY8k7QyNauIgA9SMhcSNjywuvIMKKInuIINghuuzJ-hLHa4kDA;;It's crashing a!l the time saying unfortunately Xbox has stopped;;;;0;com.microsoft.xboxone.smartglass;10;en;NEGATIVE;8.670019074041963e-05
27;43;51;gp:AOqpTOHMkuQyq-vWc_IvD9riUfbvh-pgLEj_U8-VDYCrWOwTnrXNz4MWB7FufvC8ex6TIB4mphWX7ddiA8G6Gw;Ryuu;2019-10-05 08:05:10.811000+00:00;2;https://play.google.com/store/apps/details?id=com.beewi.smartpad&reviewId=gp:AOqpTOHMkuQyq-vWc_IvD9riUfbvh-pgLEj_U8-VDYCrWOwTnrXNz4MWB7FufvC8ex6TIB4mphWX7ddiA8G6Gw;;DO NOT UPDATE TO 2.7!! Version 2.7 have broken controlling bulbs for me, Android 6 Nexus 5. Cousin still has 2.6.7 installed, works for him. So I've downloaded 2.6.7 apk outside of GPlay to fix this (just google apk 2.6.7), and everything is back to normal.;;;2.7;2;com.beewi.smartpad;46;en;NEGATIVE;0.16666666666666666
28;32;34;gp:AOqpTOHCxXjlX3OLgsS6SkAlK-7T0ygNG8FAf_t2Uy6WqWsGptd5pxYza_FfovzFQy_WheD4yXxJF3mbGbFzKPM;A Google user;2019-02-12 20:20:51.476000+00:00;3;https://play.google.com/store/apps/details?id=com.smartroost.app&reviewId=gp:AOqpTOHCxXjlX3OLgsS6SkAlK-7T0ygNG8FAf_t2Uy6WqWsGptd5pxYza_FfovzFQy_WheD4yXxJF3mbGbFzKPM;;30mb seems quite a lot given the limited scope of this app. (I don't have a problem with the app, but have to wonder why it's so large);;;4.5.8;2;com.smartroost.app;28;en;NEUTRAL;0.2
29;2449;3142;gp:AOqpTOEGDwzbSmE6ejWiRUjQv957cBItbAT9jiKoWzst1LNJzfLmB4-tSbzGwLekPQ7qpJv_sg0VfCkPkePOvmo;Peter;2021-02-01 14:42:41.487000+00:00;1;https://play.google.com/store/apps/details?id=com.unikey.kevo&reviewId=gp:AOqpTOEGDwzbSmE6ejWiRUjQv957cBItbAT9jiKoWzst1LNJzfLmB4-tSbzGwLekPQ7qpJv_sg0VfCkPkePOvmo;;Worked more or less but unreliably up to about a year ago. Now, never works by touching the lock. If you open the app and wait for quite a while you can sometimes get the app to unlock the door. A waste of money.;2021-03-04T17:43:59.388Z;Please email us at support@unikey.com with the description of your issue. We are confident we can help you with your issues. Please reach out to us so we can assist you. Thank you so much for being a valued Kevo user.;2.9.1.21765p;1;com.unikey.kevo;44;en;NEGATIVE;0.0019801980198019802
30;1847;3751;gp:AOqpTOERq1vAHlvZp7F79Y7cKZACA9nW37daeI_0qGqkVCMugpDYYbcmU9Nt47bGeZGyO9sqXW9-qzFcED6aUwI;Weespy;2020-08-03 02:22:37.276000+00:00;2;https://play.google.com/store/apps/details?id=com.google.android.apps.access.wifi.consumer&reviewId=gp:AOqpTOERq1vAHlvZp7F79Y7cKZACA9nW37daeI_0qGqkVCMugpDYYbcmU9Nt47bGeZGyO9sqXW9-qzFcED6aUwI;;It worked fine for the first few months that i had it then suddenly it keeps losing connection and its slower than normal even though the pods have been in their same locations as before and nothing has changed;2020-08-03T15:33:05.917Z;Hi there, thanks for posting! Try clearing your Google Wifi app’s cache and data and close all recent apps on your mobile phone. Also, make sure all of your devices are connected to the same Wi-Fi network and they're within 15-20 ft. from your main modem. For more help, visit our support page: https://goo.gle/2CZmlLQ;jetstream-BV10178_RC0003;5;com.google.android.apps.access.wifi.consumer;39;en;NEGATIVE;0.007194244604316547
31;66;85;gp:AOqpTOEk_iNLIv39ktbZkjxBNv4qxfFNesUQzDAmtC0uoYotmZAnu_bY9NP3oqv67U_N9bqGJlA3asWsuE1kIJ0;Rodrigo Torres;2020-08-20 00:37:55.662000+00:00;2;https://play.google.com/store/apps/details?id=com.parrot.flowerpower.android&reviewId=gp:AOqpTOEk_iNLIv39ktbZkjxBNv4qxfFNesUQzDAmtC0uoYotmZAnu_bY9NP3oqv67U_N9bqGJlA3asWsuE1kIJ0;;Hi! I cannot register and cannot update the firmware of E171, so I cannot use my flower power! Please bring us some support. So far now, I paid for something that's is useless.;;;4.6.2;2;com.parrot.flowerpower.android;33;en;POSITIVE;0.2
32;66036;88186;gp:AOqpTOG3hohqbRKyIzVGmXk368QdCcnGLI7qdl8SP5Vo0HhOiJz9bDZQdxOitiacvdqso4LzGkZY1HisBI6DOyA;James Hollingshead;2019-04-18 04:28:56.265000+00:00;1;https://play.google.com/store/apps/details?id=com.garmin.android.apps.connectmobile&reviewId=gp:AOqpTOG3hohqbRKyIzVGmXk368QdCcnGLI7qdl8SP5Vo0HhOiJz9bDZQdxOitiacvdqso4LzGkZY1HisBI6DOyA;;Really Disappointed!! I have a vivofit3 and recently this device seems to no longer be compatible with my phone, Huawei P20 lite. Use to work perfectly but not doesn't sinc properly. Ive tried everything but its been unsuccessful;;;4.17.1;3;com.garmin.android.apps.connectmobile;38;en;NEGATIVE;0.00019171779141104295
33;8;15;gp:AOqpTOHthJ6V_nVVOwXLVR7D6A6pciMsoZizaXCt3ed_GLyEGSatXSjAKbbEePxnzE0tWEYYiCdCqd_P1LFBdA;Eric;2020-03-30 22:37:09.346000+00:00;4;https://play.google.com/store/apps/details?id=us.legrand.lighting&reviewId=gp:AOqpTOHthJ6V_nVVOwXLVR7D6A6pciMsoZizaXCt3ed_GLyEGSatXSjAKbbEePxnzE0tWEYYiCdCqd_P1LFBdA;;App works as described, legrand had some issues since cloud migration but everything has been resolved, also great costumer service from legrand!;;;4.1-3;7;us.legrand.lighting;22;en;POSITIVE;0.5
34;745;852;gp:AOqpTOGIMMeL77KKk1IHWfX-MYicdiqBJwY6OmMzMBVbRFQchAMSF492kzCb-7BaxOem-4GFQ3XKcwHkHuuo2Q;Daniel Cornejo;2020-12-26 20:43:14.240000+00:00;1;https://play.google.com/store/apps/details?id=com.sdi.ihomecontrol&reviewId=gp:AOqpTOGIMMeL77KKk1IHWfX-MYicdiqBJwY6OmMzMBVbRFQchAMSF492kzCb-7BaxOem-4GFQ3XKcwHkHuuo2Q;;Keeps telling me to make sure I'm connected to WiFi even though I am.;;;3.3.5;0;com.sdi.ihomecontrol;14;en;POSITIVE;0.002976190476190476
35;1289;1487;gp:AOqpTOF3jZvj4xmH8Y1a1CPoUa4bs8wy1VpkhjhKHYoD8yg10R7PeO7bzlA3B3QIigPQPkPd6AHa_Ptx5fR5yw;Isaac Parker;2019-09-03 12:41:35.942000+00:00;1;https://play.google.com/store/apps/details?id=com.yamaha.av.musiccastcontroller&reviewId=gp:AOqpTOF3jZvj4xmH8Y1a1CPoUa4bs8wy1VpkhjhKHYoD8yg10R7PeO7bzlA3B3QIigPQPkPd6AHa_Ptx5fR5yw;;Cannot connect to the stereo from this app anymore;;;3.1;0;com.yamaha.av.musiccastcontroller;9;en;NEUTRAL;0.002320185614849188
36;835;1079;gp:AOqpTOEUBcRFncQkd9BwdblRsidP0KocgFRGay3OtW5DhV5GHvDK-Gb0gXnhmlHF6z8SBruPWfT6Vsou4BsC;Lee Antcliffe;2019-10-25 21:47:06.406000+00:00;1;https://play.google.com/store/apps/details?id=me.nanoleaf.nanoleaf&reviewId=gp:AOqpTOEUBcRFncQkd9BwdblRsidP0KocgFRGay3OtW5DhV5GHvDK-Gb0gXnhmlHF6z8SBruPWfT6Vsou4BsC;;Unfortunately the connection issues have come back. The previous update seemed to have fixed the issue but this latest release has reintroduce the problem.;2019-10-25T22:05:02.616Z;Hi, we apologize for any issue you might be having! Could you send details of what you are experiencing to troubleshooting@nanoleaf.me?  We'll get your issue resolved ASAP.;3.5.4;1;me.nanoleaf.nanoleaf;24;en;NEGATIVE;0.001838235294117647
37;31;46;gp:AOqpTOHkOzMtTk4iifTw7WeF6YOqta6P_7ZG04hN-nV1mTID8PL0QEGB7wDnw3tMKuuqhJJxJW2KKL-763zpbQ;Paul Norris;2019-11-12 15:03:48.973000+00:00;4;https://play.google.com/store/apps/details?id=com.raumfeld.android.controller&reviewId=gp:AOqpTOHkOzMtTk4iifTw7WeF6YOqta6P_7ZG04hN-nV1mTID8PL0QEGB7wDnw3tMKuuqhJJxJW2KKL-763zpbQ;;Splits all compilation albums into separate entries by artist so navigation is a pain. Makes the app unusable;;;4.13;5;com.raumfeld.android.controller;18;en;NEGATIVE;0.09090909090909091
38;43;73;gp:AOqpTOF5X5LR1ES_p6spzHxVhf9FnPZT8bxsBv7IherovkaW5n2xH_VBhk0Bh8MOKZ0pkgSy64Dr48cn9AFw0Q;Trevor Porter;2019-06-03 16:39:19.824000+00:00;5;https://play.google.com/store/apps/details?id=com.logitech.ueroll&reviewId=gp:AOqpTOF5X5LR1ES_p6spzHxVhf9FnPZT8bxsBv7IherovkaW5n2xH_VBhk0Bh8MOKZ0pkgSy64Dr48cn9AFw0Q;;just a very awesome convienent app;;;1.8.24;0;com.logitech.ueroll;6;en;POSITIVE;0.05263157894736842
