;Unnamed: 0;Unnamed: 0.1;id;userName;userUrl;version;score;title;text;updated;url;app;wordCount;language;sentiment;w
10;7;7;8121698303;GV Jay;https://itunes.apple.com/us/reviews/id114472566;3.3.12;2;Falls very short;"The Bloomsky hardware is brilliant. The app falls far short. Daily lots of information is gathered but there’s no way to review, study or compare it. Even simple 24 hour temp hi/low, rainfall and wind speed aren’t easily accessible. Yes, there’s the (poor) dashboard but far too much work to use. 
It seems Bloomsky is highly influenced by  hardware engineers. That’s the tough part and it’s been done very well. Now, PLEASE get the easier app written up to par. 
Please….";2021-12-12 01:51:45-07:00;https://itunes.apple.com/us/review?id=978094420&type=Purple%20Software;978094420;81;en;POSITIVE;0.3333333333333333
11;38;38;6912369628;MWCoffey;https://itunes.apple.com/us/reviews/id42878776;2.90;5;This system is awesome.;Works great on my fully updated iPhone 8+.. Way better than any ring doorbell service. Thankfully we have this.;2021-01-25 08:35:29-07:00;https://itunes.apple.com/us/review?id=519014699&type=Purple%20Software;519014699;19;en;POSITIVE;0.5
12;0;0;5822506644;sguerrera;https://itunes.apple.com/us/reviews/id198672763;1.0.4;1;Not sure if the app or the product itself is worst!?;Where to begin ... the app looks like Like it was made by a 5 year old... a blind man could have made a better UI and the flow for any of the features may have been designed by someone with mental issues... and that’s me being nice!! Now to the product... how can the product disconnect sooooooooooooooooooo many times?! It’s ridiculous... for anyone who bought this product is or looking to buy it... DONT DO IT!!!! It’s not worth it even if they were giving this away for free!!! Move along... there is nothing to see here!!!;2020-04-16 18:55:03-07:00;https://itunes.apple.com/us/review?id=915305440&type=Purple%20Software;915305440;98;en;POSITIVE;0.5
13;9;9;4193613586;ptemi;https://itunes.apple.com/us/reviews/id38733202;2.5.0;1;Stopped working... again;The app stopped working again......;2019-05-22 18:53:23-07:00;https://itunes.apple.com/us/review?id=980554024&type=Purple%20Software;980554024;5;en;NEGATIVE;0.5
14;190;190;6513022553;Cthommy;https://itunes.apple.com/us/reviews/id15723566;3.31;2;Buggier than the invertebrate house at National Zoo;I’ve used Fitbit for more than 5 years. The app is becoming increasingly obtuse and buggy. I used to be able to swear by it. Now, several times a day, sometimes several times a run, it asks me to turn on location at all times, which I don’t want or need. When this happens, I have to carefully read the message and respond (it freezes my app screen until I respond) before I can resume operations on the app. Once forever would have been enough. Then, sometimes it fails to measure my run, accurately tracking my map location and operating the timer, but not connecting the two, so I’ll be running a 99 minute mile before I notice it. And finally, not infrequently it simply quits operating mid-run and refuses to let me open any functionality until I restart my phone. These problems have occurred across multiple iPhones. I like the Fitbit concept and basic functions, but it seems to have has lost its elegance and now has become so needy and buggy that I’m starting to look elsewhere.;2020-10-08 03:10:15-07:00;https://itunes.apple.com/us/review?id=462638897&type=Purple%20Software;462638897;179;en;NEGATIVE;0.011904761904761904
15;449;468;4011853031;Mtnv900;https://itunes.apple.com/us/reviews/id309600730;2.2.7;1;On/off motion detector or sound;I can not turn on/off motion detector remotely with latest update. It’s always been a pain but was finely working ok now it won’t connect. This is hands down the worst app I have ever used. I can’t believe I’ve been dealing with it for 4 years. Im about ready to throw the cameras in the trash.;2019-04-14 07:32:47-07:00;https://itunes.apple.com/us/review?id=924381688&type=Purple%20Software;924381688;57;en;NEGATIVE;0.00819672131147541
16;24;24;6152522895;Buy-SD.com;https://itunes.apple.com/us/reviews/id280080798;3.11.4;2;Bad customer support. Bugs in the app;The app worked for a while and then it started showing the wrong time and date. It switched to a different time zone somehow. Emailed customer support twice. After the first initial email nobody contacted me and there is no way to find any how-to information in the internet. Very upsetting. It also crashes when you click on certain buttons within the app. It needs to be updated...;2020-07-03 06:33:14-07:00;https://itunes.apple.com/us/review?id=566815525&type=Purple%20Software;566815525;68;en;NEGATIVE;0.041666666666666664
17;7;7;4144726989;thawk9455;https://itunes.apple.com/us/reviews/id37995113;2.9.5;3;Siri shortcuts needed;Could really use Siri shortcuts added to the App. ITTT is nice but relies on a third party and to allow Siri commands is a mess.;2019-05-13 09:04:53-07:00;https://itunes.apple.com/us/review?id=572781326&type=Purple%20Software;572781326;26;en;POSITIVE;0.25
18;40;40;6642854915;UnrealFire;https://itunes.apple.com/us/reviews/id32868228;4.2.1;2;The new widgets are awful;Did nobody test this? It’s horrendous looking. They could have just copied the old widgets and it would have been much better. Nobody wants to see a giant streak of bright green or red on their Home Screen.;2020-11-13 21:03:36-07:00;https://itunes.apple.com/us/review?id=1034660006&type=Purple%20Software;1034660006;38;en;POSITIVE;0.14285714285714285
19;133;133;8036001770;Firefighter Joey;https://itunes.apple.com/us/reviews/id21147210;21.6.0;3;No Countdown timer;Would love to see a countdown timer integration get added. So lights can manually get turned on and have it turn off after whatever set amount of time runs out.;2021-11-17 23:24:41-07:00;https://itunes.apple.com/us/review?id=886753021&type=Purple%20Software;886753021;30;en;POSITIVE;0.03225806451612903
20;20;20;3838637609;Billybangbang;https://itunes.apple.com/us/reviews/id112997058;1.3.2;1;Non function;This app stopped function after logging on the main screen is totally blank all black. It worked once but no more. Deleted app re-installed, same thing. Disappointed.;2019-03-03 11:35:35-07:00;https://itunes.apple.com/us/review?id=885155482&type=Purple%20Software;885155482;27;en;NEGATIVE;0.07692307692307693
21;114;114;3818592078;jamesathon123;https://itunes.apple.com/us/reviews/id31526759;2.87;1;ZERO STARS. NEGATIVE STARS;True garbage. App won’t maintain connectivity to 1 camera on WiFi for more than 30 seconds. Slow to load, horrible gui, and the English instructions are best ignored.;2019-02-26 16:06:40-07:00;https://itunes.apple.com/us/review?id=519014699&type=Purple%20Software;519014699;28;en;POSITIVE;0.023809523809523808
22;207;207;7859244923;Shallan124;https://itunes.apple.com/us/reviews/id33349643;2.5.7;2;Crashes or freezes constantly;Some days it works fine, but more often than not it freezes or crashes at least a dozen times during the 1.5 hours of my daughter’s naps. So frustrating, and pretty much useless at what it is supposed to do.;2021-09-29 13:45:23-07:00;https://itunes.apple.com/us/review?id=726845420&type=Purple%20Software;726845420;40;en;NEGATIVE;0.02040816326530612
23;21;21;6248252643;accuroll;https://itunes.apple.com/us/reviews/id134586776;3.44;5;Vera range extender issues;"My system lost contact with 4 lite’s, turns out, there was a issue with my extenders.
The guys at Vera immediately returned my
email and we set up a scheduled time, to go through system and repair. Within a short period I was up and running again.
Great system with great service.
Lou F NY";2020-07-27 09:10:49-07:00;https://itunes.apple.com/us/review?id=787203434&type=Purple%20Software;787203434;55;en;POSITIVE;0.05555555555555555
24;387;387;6995644656;EvianGal;https://itunes.apple.com/us/reviews/id28659848;5.35.0;3;Fantastic with glitches;"I said keep it simple. There’s too many updates adding an overkill of bells and whistle‘s. When it first came out it was easy to operate without all the different options making it confusing. Keep the options simple so elderly people can use as well 

whistle‘s making the features EXTREMELY TEDIOUS. Want to call customer service I give them my input but I believe that info goes nowhere but they will take care of most problems.
While watching the video you cannot control the timeline feature of it anymore you have to start from the beginning each and every time to view something over.
THIS is the biggest glitch and I hope they fix it.
I have other types of cameras but RING supersedes their ability and replacement offers. I hope they fix the timeline so I can view any part of the video at any time without having to start from the beginning.
They need to go back to user-friendly set up so you can hear the video as soon as you click on it without having to press all the icons, and keep it simple.
They are the most reliable in comparison to other cameras simply because of the customer service care!!";2021-02-14 19:38:38-07:00;https://itunes.apple.com/us/review?id=926252661&type=Purple%20Software;926252661;204;en;POSITIVE;0.015625
25;133;136;6233032978;lisamichellefree;https://itunes.apple.com/us/reviews/id602581013;1.79.30;1;Do not buy;I just ordered 3 of the Onelink smoke and fire alarm devices and I cannot get them to hook up to the app. Total wast of my time and will be sending back to amazon for a refund.;2020-07-23 10:15:58-07:00;https://itunes.apple.com/us/review?id=1034376317&type=Purple%20Software;1034376317;38;en;NEGATIVE;0.018518518518518517
26;162;162;6516981353;Nun'ya..Business;https://itunes.apple.com/us/reviews/id42794915;5.19.8;1;Great, but... Touch ID? Nope!;"10/9 update: now I can’t even update my address and it keeps adding old order information to my basket each time I log on. I’ve been using the app on my iPad for years, then when I start using it in my new phone, nothing but problems. Very disappointing. (Still love the coffee tho, so I just need to use the Internet now.) 

I’ve been using the Nespresso app for years on my iPad. Love the ease of purchasing! (Also LOVE the coffee/espressos.) However, I just downloaded this application on my iPhone 11. When setting up my profile, it was asking if I wanted to activate my Touch ID. I don’t have that option. Is there a Face ID option coming?";2020-10-09 06:45:12-07:00;https://itunes.apple.com/us/review?id=342879434&type=Purple%20Software;342879434;121;en;POSITIVE;0.02631578947368421
27;0;0;6778644646;chunked_element;https://itunes.apple.com/us/reviews/id118386098;4.2.0;2;Cameras good app average;Cameras work good x2 HD slims and were the only slim ones that would fit in the narrow area I had without major mods to mounting. Picture /video quality is good. After a few years I had the plastic bracket just fall off and SkyBell sent me a replacement. One of the cameras motion sensor plastic cover has fallen off but still works. Silicone works good around the sides to seal up bc I have spiders living in one of mine setting the motion off lol. It would be nice if night mode had a option to disable the lights so to see the actual night video instead of reflections from the led lights which drown out the pictures beyond 3-5 feet. The app stopped getting updates over a year ago and it sometimes crashes and locks up. Also I’ve noticed random disconnects from the cams to the iPhone app even though I have WiFi extenders everywhere and WiFi signal is strong. Does the cameras receive firmware updates causing reboots randomly? Any chance there will be updates to the App and firmware soon? I can’t really complain though as skybell is one of the few cams that doesn’t require a subscription which I really like and appreciate. The cams I will give a 4/5. And the app 3/5. Thanks again for reading my review.;2020-12-21 11:01:14-07:00;https://itunes.apple.com/us/review?id=1035457926&type=Purple%20Software;1035457926;224;en;POSITIVE;0.05
28;172;172;4810933262;Wgh4569;https://itunes.apple.com/us/reviews/id165927622;2.2.295325.0;5;Disruption of Programming;"First, I must say that I like the concept of Alexa and that is why I have three Echo devices in my home.  However, I am disconcerted by lost of streaming during SiriusXM shows.  On too many occasions programs have been lost by “I cannot play the music.”  It is extremely annoying and seems to occur more on SiriusXM than other radio stations.

Additionally, I give a command that for some unknown reason it does not understand.  For example, I will say, “Alexa, play Channel 111, SiriusXM;”. It will play a sports channel.

The problems seem occur on my primary device and none of the auxiliaries.  It seems that Alexa still needs some fine tuning.";2019-09-20 11:42:57-07:00;https://itunes.apple.com/us/review?id=944011620&type=Purple%20Software;944011620;115;en;NEGATIVE;0.005847953216374269
29;158;158;5090513278;kelroshel;https://itunes.apple.com/us/reviews/id31311180;4.3;1;Beware of latest update;Have loved this robot and app until the latest update from the  past few weeks... now have had to do complete factory reset and remapping of my home.  Getting an error that says that my Alfred is registered on multiple accounts.  I have spoken with customer service 3 times in the past two weeks. Promised a call back, never received it.   Can barely comprehend half of the people I spoke to. Spent 59 minutes on the phone this last time.  They cannot find that my robot is or has ever been registered to anyone else.  They apologized but aren’t really sure why I am having the issue except there is an issue with the latest update that will unfortunately affect some of the customers in this way.  Their fix - delete everything and resend the robot on 3-6 training runs per floor of my 3 story home. Spectacular...;2019-11-05 10:47:18-07:00;https://itunes.apple.com/us/review?id=1012014442&type=Purple%20Software;1012014442;148;en;POSITIVE;0.013888888888888888
30;468;468;4989032134;HelenD.;https://itunes.apple.com/us/reviews/id15921082;3.6.6;4;When it works...;"It works fine. Easy to check temperature and schedule. One of my thermostats is in an inconvenient place to check on the wall. 

But, from time to time, I get “incorrect login” errors. Since the login is saved, it’s clearly not an error of the login. Usually, the login error resolves itself right after I find the support ticket system. 

A more informative error message like “cannot connect to TCC servers” or “difficulties with site” would be nice, since after it resolves itself with nothing changed by me, it’s clearly not a bad password or login email.";2019-10-20 15:20:12-07:00;https://itunes.apple.com/us/review?id=469517819&type=Purple%20Software;469517819;97;en;POSITIVE;0.012658227848101266
31;3;3;4270562243;racerxisdavidhasselhoff;https://itunes.apple.com/us/reviews/id457085398;2.8.0;2;Used to be useful;I’ve had the piper for a few years now and for the most part I’ve found it to be dependable. My biggest disappointment has come of recent with the discontinuation of IFTTT support. I’m sure it has to do with money, it’s always about money... but IFTTT really covered the spaces where pipers app lacked. One simple feature is just having a simple on/off time, geofencing is nice when it works... and come on guys, Life360 integration has been in beta for more than 3 years! Honestly the updates are bug fixes and that’s it, no advances in the usefulness of the app. The Home Vitals is a good feature, but it’s really just statistics, you can’t do anything with it, and it only keeps 48 hours at a time on record. There are a lot more features this app could provide, but it really just feels like the company has stopped caring and given up.;2019-06-05 21:15:54-07:00;https://itunes.apple.com/us/review?id=741005248&type=Purple%20Software;741005248;156;en;POSITIVE;0.25
32;344;344;6479287492;Tami in IL;https://itunes.apple.com/us/reviews/id4564992;4.0.3;5;Easy to use.;The software is easy to use and figure out.;2020-09-28 17:47:52-07:00;https://itunes.apple.com/us/review?id=950978683&type=Purple%20Software;950978683;9;en;POSITIVE;0.019230769230769232
33;30;30;4410693539;Shellsinator;https://itunes.apple.com/us/reviews/id157585917;1.4.6306;5;Has bugs but I love it;"I have 3 speakers in my small house. I’ve grouped them together via the app and then separated left and right channels in my kitchen and living room. The one in my bedroom plays left and right but I slide it to a lower volume. 

The ability to use wifi instead of Bluetooth means I can play music for my dogs when I’m not at home (but there’s always thunder here in the summer). 

Right now I’m listening to In Search of the Lost Chord by the Moody Blues. On Spotify. From
Start to end with left and right channels singing through. I mean...all I can be is extr”stream”ly grateful";2019-07-04 11:20:19-07:00;https://itunes.apple.com/us/review?id=1106812948&type=Purple%20Software;1106812948;110;en;POSITIVE;0.3333333333333333
34;43;44;3885227059;Samditty;https://itunes.apple.com/us/reviews/id31084370;3.3.5;5;Very cool;Just started working with my new flic.  I think it’s terrific.  Highly recommend;2019-03-15 12:42:36-07:00;https://itunes.apple.com/us/review?id=977593793&type=Purple%20Software;977593793;13;en;POSITIVE;0.2
35;83;83;4175438978;Britteknight09;https://itunes.apple.com/us/reviews/id225987823;6.5.1;1;New update is horrible;This new update is so bad I swear! I have to log in every time I open the stupid app, I absolutely hate how I have to turn my phone to zoom in or see anything on my camera! And every since the update, my camera won’t turn right and the screen is freezing up!;2019-05-19 06:38:57-07:00;https://itunes.apple.com/us/review?id=1025437540&type=Purple%20Software;1025437540;55;en;NEGATIVE;0.030303030303030304
36;79;79;7535307607;Unbridled1;https://itunes.apple.com/us/reviews/id35742114;5.2.2;1;Respect My Privacy Already!!! 😡;"Are you kidding me?!?!  They now block you from using this garbage app until you agree to their privacy policy…which they DON’T EVEN PROVIDE FOR YOU - THERE’S NO LINK!!!

The only reason I have this “app” is for firmware updates. Little good that does me because my Flip 4 still loses power in under two hours. What. A. Joke.

Hey all you companies out there: just because I use mobile devices & the Internet doesn’t mean you get to have unfettered access to what I use & where I go & what sites I visit.
Got it?!?!";2021-07-03 10:07:40-07:00;https://itunes.apple.com/us/review?id=994041762&type=Purple%20Software;994041762;98;en;NEGATIVE;0.004784688995215311
37;164;166;6157859281;Globalbrander;https://itunes.apple.com/us/reviews/id32549225;3.11.4;1;Do not buy’;Battery stopped charting. Complained to iHealth weeks ago. No reply. The do not support their products.;2020-07-04 14:26:51-07:00;https://itunes.apple.com/us/review?id=566815525&type=Purple%20Software;566815525;16;en;NEGATIVE;0.012048192771084338
38;35;35;5012634353;nightmarchers;https://itunes.apple.com/us/reviews/id27121885;4.24;1;Weather doesn’t work / Sync issues abound;"Since the most recent update, Weather doesn’t work on my FR945. The watch simply displays “waiting for data” where Weather info should be displayed. I have tried all troubleshooting, and still do not have functioning Weather since the update. Please fix Weather!

I have also experienced intermittent sync issues since the most recent update. These issues seem to resolve, at least temporarily, after taking the  following steps: remove watch from GC > quit GC > forget watch from Bluetooth settings > power off iPhone> power off watch> restart watch > restart iPhone > open GC > pair watch to GC. This revolved the majority of my sync issues for the time-being, but HAS NOT fixed Weather. After pairing, Weather will initially display information. You will think all is good, but the info never updates. And eventually, Weather inevitably reverts back to the “waiting for data” message I mentioned above. And you are back where you started.

Lots of users experiencing lots of problems since this latest update. Please fix.";2019-10-25 05:56:17-07:00;https://itunes.apple.com/us/review?id=583446403&type=Purple%20Software;583446403;169;en;POSITIVE;0.011363636363636364
39;219;224;4998865693;Robs hue;https://itunes.apple.com/us/reviews/id376045315;4.4.5;3;Interesting but needs work;Can’t get the remote function of the app and microwave to work. Also needs a lot more items to be added to the scan to cook. But overall it works well.;2019-10-22 14:57:29-07:00;https://itunes.apple.com/us/review?id=1011622189&type=Purple%20Software;1011622189;31;en;POSITIVE;0.07142857142857142
40;197;209;5132209998;Greydisco;https://itunes.apple.com/us/reviews/id196379098;3.2.02;1;IT STOPPED WORKING;it stopped working and there is nothing you can do.... they gotta fix this thing asap...;2019-11-13 06:06:33-07:00;https://itunes.apple.com/us/review?id=977125608&type=Purple%20Software;977125608;16;en;NEGATIVE;0.00819672131147541
41;141;147;7585514124;xsie;https://itunes.apple.com/us/reviews/id42376670;V1.6.8;1;Malfunction;"It has been three years and still no fix to make white light work?!?  When selected, the light turns off.  Need to set white as #FFFFFF not #000000 !
————————-
White color no longer works with the last update.  Wish I could downgrade to the previous app.  Please fix!";2021-07-16 21:44:51-07:00;https://itunes.apple.com/us/review?id=911359856&type=Purple%20Software;911359856;49;en;POSITIVE;0.1
42;66;66;6700094528;Rickski10;https://itunes.apple.com/us/reviews/id142585770;5.17.0;4;Works But!;"Downloaded Music Center for iPhone. Mostly works but doesn’t display the battery charge of each speaker ( I have 2 Sony SRS-XB32’s and a Sony SRS-XB32) I have to press the battery button on the speakers to get the charge capacity.
I had a Ultimate Ears speaker and the app always displayed the charge capacity of the speaker.";2020-11-29 12:33:47-07:00;https://itunes.apple.com/us/review?id=724406878&type=Purple%20Software;724406878;58;en;NEUTRAL;0.06666666666666667
43;217;218;6468161680;Pops_Erie;https://itunes.apple.com/us/reviews/id476010177;5.17.0;2;Poor system;Charging system and process is terrible;2020-09-25 13:15:33-07:00;https://itunes.apple.com/us/review?id=724406878&type=Purple%20Software;724406878;6;en;NEGATIVE;0.029411764705882353
44;56;56;6781637565;Mr Specktor;https://itunes.apple.com/us/reviews/id142736993;5.7.7;4;Takes time to set up;"Update: didn’t work with my setup when I had a brand new onkyo receiver (I think the unit was faulty) but I got it working once that was replaced

This will work after taking time to set it up. Expect it to take up to an hour to customize your remote and set things up.

Did not discover our new onkyo receiver, but we returned that and it’s controlling a sony receiver, samsung tv, and roku ultra. Switching between modes/devices takes about 10-15 seconds, but it evens out with the time it took to pick up the two or three remotes needed before.";2020-12-22 07:45:38-07:00;https://itunes.apple.com/us/review?id=626853860&type=Purple%20Software;626853860;103;en;NEGATIVE;0.05555555555555555
45;28;28;5341597890;hahko poxley;https://itunes.apple.com/us/reviews/id35432841;4.5;4;It’s back, and that’s a very good thing.;"Been in the throes of this music playing use case since my first airports expresses bought in early 2005. Glad Apple saw the value in bringing it to Catalina and the mobile OSes. Keep it, please.

Only drawback in the past number of years is that synchronicity among active airport expresses was better for my setup during the middle of the period since 2005 than in the beginning and more recently. Got better and then got worse.";2019-12-30 22:51:30-07:00;https://itunes.apple.com/us/review?id=284417350&type=Purple%20Software;284417350;77;en;POSITIVE;0.017241379310344827
46;184;197;6650639770;The 77th Doctor;https://itunes.apple.com/us/reviews/id173156401;4.9.10;2;Wanted to love it but...;"After being an Ultimate Ears customer for years I got a JBL Pulse 4 because of the LED lights. This app cannot turn my speaker on & off while my UE app can. This app takes awhile searching for my product even though I’m right next to it. Even after it finds my product sometimes it says it’s getting ready for way too long. My UE app since it can turn my speaker on & off never needs to search for my speaker or get it ready. 

As far as the Pulse 4 goes the lights are the best hands down. The sound is... well it’s decent, maybe even good but I have other speakers that are years older that just sound better & get louder. That being said anyone buying the pulse 4 is buying it for the LED lights because it doesn’t have the best sound & the app is kind of a PITA. For $100-$200 more I could have gotten a way better speaker but I got this for my bedroom & won’t need to be blasting music from it because I have a JBL Partybox 310 for that.";2020-11-15 21:32:30-07:00;https://itunes.apple.com/us/review?id=994041762&type=Purple%20Software;994041762;192;en;POSITIVE;0.017857142857142856
47;3;3;4543250061;Mjh003;https://itunes.apple.com/us/reviews/id180981612;2.9.8;2;Great company, app needs a little work.;I don’t know if I’m the only one with these issues but I have to get out and back in many times for the cameras to load or the sound to work. The sound goes off by itself sometimes or it’s choppy.;2019-07-30 14:45:23-07:00;https://itunes.apple.com/us/review?id=572781326&type=Purple%20Software;572781326;42;en;NEUTRAL;0.3333333333333333
48;3;3;7984842763;MadRussianScientist;https://itunes.apple.com/us/reviews/id20497122;2.0.66;4;This is the worst app I ever used;"Update - product support team (Mike) reached out to me via email and eventually touched base with me by phone to help resolve a lot of the issues I was having that helped address many of my criticisms. Since that time my experience with the interface has been much more positive so I am updating my rating from one star to four. 

I have never used an app less functional than this. This “ UPGRADE” to v2 made the app unreliable and unusable. The thermostats now spend >80% of the time off line; pushing of the schedule for a set amount of time never works, information (temperature or setting) related from the thermostat to the app are now unreliable. It is incredibly frustrating that thermostats that we bought and used at our vacation home are now impossible to really use remotely. It used to be that I could trust to change the temperature remotely and come to a warm house in winter - now this fail to work most of the time. I have tried resetting the thermostats, reconnected the thermostat to the app but nothing helps.";2021-11-03 08:22:14-07:00;https://itunes.apple.com/us/review?id=1001612622&type=Purple%20Software;1001612622;187;en;POSITIVE;0.05555555555555555
49;58;58;6241968162;cat_warriors;https://itunes.apple.com/us/reviews/id591228229;2.3.0;1;don’t get this app.;as soon as i used this app, my led lights broke. thanks a lot.;2020-07-25 17:19:35-07:00;https://itunes.apple.com/us/review?id=824102506&type=Purple%20Software;824102506;14;en;NEUTRAL;0.058823529411764705
